ein,name,street,city,state,zip,affiliation,deductibility,activity,organization,tax_period,asset_cd,income_cd,filing_req_cd,acct_pd,asset_amt,income_amt,revenue_amt,elf,tax_pd,subseccd,totrevnue,totliabend,filedf990tcd,gftgrntsrcvd170,grsrcptsrelated170,exceeds1pct509,grsinc509
50589877,S T E P ACADEMICS INC,4426 HUGH HOWELL RD B343,TUCKER,GA,30084-4918,3,1,0,1,201606,1,3,1,6,173,76632,76632,Y,201606,3,76632,0,N,0,0,0,0
50601526,PHILADELPHIA STORIES INC,2021 S 11TH ST,PHILADELPHIA,PA,19148-2367,3,1,0,1,201612,3,3,1,12,27849,71645,71645,Y,201512,3,61158,6672,N,234552,65676,0,0
50609775,BELL ARTS FACTORY,432 N VENTURA AVE STE 101,VENTURA,CA,93001-1953,3,1,0,1,201612,5,4,1,12,740408,274405,274405,Y,201512,3,189024,10391,N,0,0,0,0
50613880,FLORIDA ANIMAL FRIEND INC,15619 PREMIERE DRIVE,TAMPA,FL,33624-1332,3,1,0,1,201706,5,5,1,6,535800,599411,599411,Y,201606,3,0,55038,N,2441696,0,0,0
50615150,BAYCARE ALLIANT HOSPITAL INC,601 MAIN ST,DUNEDIN,FL,34698-5848,3,1,0,1,201612,7,8,1,12,8444934,19481388,19481388,Y,201512,3,18840386,8367220,N,0,0,0,0
50634585,MILWAUKEE EXPOSURE & EXPLORER PROJECT,PO BOX 90793,MILWAUKEE,WI,53209-0793,3,1,0,1,201612,0,0,2,12,0,0,0,Y,201512,3,4339,0,N,0,0,0,0
56000211,JUNIOR LEAGUE OF RHODE IS,21 MEETING ST,PROVIDE,RI,02903-1214,3,1,999000000,1,2,3,3,1,5,98107,84638,62921,Y,201605,3,45637,15902,N,0,0,0,202
56004037,OLD MEETING HOUSE FOUNDAT,PO BOX 1802,PROVIDE,RI,02901-1802,3,1,29062000,2,2,5,4,1,12,631115,272329,5712,Y,201512,3,0,0,N,0,0,0,0
56010546,ROLAND E PERREAULT MEMORI,453 SWITCH RD,WOOD RI,RI,02894-1309,3,2,261263279,5,2,2,3,2,8,17376,35274,35274,Y,201508,5,32694,180,N,0,0,0,0
56015707,INTERNATIONAL ASSOCIATION,PO BOX 14355,E PROVI,RI,02914-0355,9,2,263264279,5,2,4,4,1,12,132195,186796,186796,Y,201512,5,0,629,N,0,0,0,0
56016312,INCORPORATE ALUMNI OF PSI,902 SALEM END RD,FRAMING,MA,01702-5532,3,2,34000000,1,2,6,4,1,12,3217707,321546,321546,Y,201512,7,241309,3862,Y,0,0,0,0
56126914,NEW ENGLAND REGIONAL TURF,1272 WEST MAIN R,MIDDLET,RI,02842-6405,3,1,0,1,2,3,3,1,12,46161,57096,57096,Y,201512,3,77000,0,N,0,0,0,14791
60258948,BENEVOLENT & PROTECTIVE O,943 HOPE ST,STAMFOR,CT,06907-2202,9,1,279265000,5,2,4,4,1,3,472381,494156,39364,Y,201503,8,46932,19060,Y,0,0,0,0
60293500,CHURCH HOME OF HARTFORD,200 SEABURY DR,BLOOMFI,CT,06002-2650,3,1,382000000,1,2,9,8,1,9,168201516,27975250,27975250,Y,201509,3,23703497,82984849,N,0,0,0,1618532
60315210,DANBURY ARION SINGING SOC,411 DANBURY RD,NEW MIL,CT,06776-4359,3,2,319000000,1,2,4,4,1,9,127264,127238,58448,Y,201609,4,58448,0,N,0,0,0,0
60342220,FIELD CLUB OF GREENWICH I,276 LAKE AVE,GREENWI,CT,06830-4518,3,2,916280319,1,2,6,7,1,12,4434234,5707043,4648274,N,201512,7,2565934,1062418,Y,0,0,0,0
60354320,FRENCH SOCIAL CLUB INC,PO BOX 280921,EAST HA,CT,06128-0921,3,2,319318000,1,2,3,4,1,12,55588,259552,90323,Y,201512,7,50584,3661,N,0,0,0,0
60475490,CHAMBER OF COMMERCE OF EA,914 HARTFORD TUR,WATERFO,CT,06385-4263,3,2,200403000,1,2,5,6,1,12,537565,1287220,1287220,Y,201512,6,1049749,211510,Y,0,0,0,0
60490030,PEQUONNOCK YACHT CLUB,98 S WATER ST,NEW HAV,CT,06519-2822,3,2,318319317,1,2,7,5,1,12,6406476,849075,613663,Y,201512,7,408368,1790613,Y,0,0,0,0
60518390,RIDGEWOOD COUNTRY CLUB IN,PO BOX 947,DANBURY,CT,06813-0947,3,2,280000000,1,2,8,7,1,12,11886297,5843836,5191396,Y,201512,7,3971972,6675771,Y,0,0,0,0
60529307,DOWNTOWN TOLEDO DEVELOPMENT CORPORATION,300 MADISON AVE DO110,TOLEDO,OH,43604-1561,3,1,0,1,201612,6,6,1,12,3213741,4326308,4326308,Y,201512,3,1852702,644029,N,0,0,0,474
60534515,SHORE & COUNTRY CLUB INC,220 GREGORY BLVD,NORWALK,CT,06855-2619,3,2,319317000,1,2,7,6,1,11,9309512,4561307,4153314,N,201511,7,2733246,563784,Y,0,0,0,0
60566737,TRINITY CEMETERY ASSOC IN,PO BOX 317,SEYMOUR,CT,06483-0317,3,1,900000000,1,2,6,4,1,12,2504465,165467,111375,N,201512,13,80158,1499,Y,0,0,0,0
60646609,CATHOLIC CHARITIES INC,331 MAIN ST,NORWICH,CT,06360-5836,9,1,31150120,5,2,6,6,1,6,2808528,2042603,1996147,Y,201506,3,686312,1858136,N,8430550,686312,0,0
60646661,GUNNERY INCORPORATED,99 GREEN HILL RD,WASHING,CT,06793-1200,3,1,46030000,1,2,9,8,1,6,62802415,23360509,20979134,Y,201506,3,15200812,12610554,Y,3239152,15163050,0,0
60646888,SALISBURY SCHOOL INC,251 CANAAN RD,SALISBU,CT,06068-1602,3,1,30000000,1,2,9,8,1,6,225253100,26023420,25556683,Y,201606,3,19495278,97349149,Y,0,0,0,0
60646950,GIRLS INC OF WESTERN CONN,35 PARK PL,WATERBU,CT,06702-1215,3,1,59349000,1,2,6,6,1,6,3098571,1270571,364730,N,201506,3,215588,549104,N,1086886,205316,0,0
60660451,SALISBURY CEMETERY ASSOC,PO BOX 23,SALISBU,CT,06068-0023,3,1,900000000,5,2,5,4,1,8,624929,189997,43219,N,201508,13,30859,0,N,0,0,0,0
60669933,COMMUNICATION WORKERS OF,PO BOX 505,ROCKY H,CT,06067-0505,9,2,263264279,5,2,1,1,2,9,9495,9215,9215,N,201609,5,9215,0,N,0,0,0,0
60684502,NIANTIC BAY YACHT CLUB IN,PO BOX 416,NIANTIC,CT,06357-0416,3,2,317000000,1,2,6,4,1,12,1015559,373620,373620,Y,201512,7,98094,200709,Y,0,0,0,0
60685118,THE MARK TWAIN MEMORIAL,351 FARMINGTON A,HARTFOR,CT,06105-6400,3,1,62061000,1,2,8,6,1,1,15341227,4376789,4046670,Y,201601,3,1161423,4127096,N,5967670,1625398,0,0
60711441,TEAMSTERS LOCAL 145 HEALT,2505 MAIN ST STE,STRATFO,CT,06615-5839,3,2,263000000,5,2,8,8,1,6,10266375,11020862,6943291,Y,201506,9,6372730,509469,N,0,0,0,0
60723752,NORTH CENTRAL CONNECTICUT,PO BOX 123,ENFIELD,CT,06083-0123,3,2,200000000,1,2,3,4,1,12,37718,131854,91797,Y,201512,6,6392,0,Y,0,0,0,0
60732005,MOUNTAIN GROVE CLUB INC,PO BOX 89,SOUTHIN,CT,06489-0089,3,2,318319317,1,2,4,4,1,9,106312,157097,157097,N,201509,7,137055,319851,N,0,0,0,0
60737286,THE COMMUNITY FUND OF DAR,PO BOX 926,DARIEN,CT,06820-0926,3,1,600927602,1,2,6,6,1,6,1060476,1113178,1078836,Y,201606,3,0,573554,N,4637851,0,0,0
60754956,WASHINGTON ART ASSOCIATIO,4 BRYAN MEMORIAL,WASHING,CT,06794-0000,3,1,91000000,1,2,4,4,1,12,447189,336160,282945,N,201512,3,113371,4784,N,0,0,0,78785
60758748,ORCHARD HILL POOL CLUB IN,PO BOX 744,GLASTON,CT,06033-0744,3,2,0,1,2,5,4,1,12,609957,184186,184186,Y,201512,7,207431,246059,N,0,0,0,0
60759939,FARMS COUNTRY CLUB INC,180 CHESHIRE RD,WALLING,CT,06492-3326,3,2,280000000,1,2,7,6,1,10,5711110,4226890,3677602,N,201510,7,2083742,2858673,N,0,0,0,0
60797646,AMERICAN FEDERATION OF ST,444 E MAIN ST,NEW BRI,CT,06051-2055,9,2,263059264,5,2,7,8,1,12,7248264,10925129,9678298,Y,201512,5,0,11508864,N,0,0,0,0
60797900,COLUMBUS ASSOCIATION,360 KING ST,BRISTOL,CT,06010-5243,3,2,200000000,1,2,3,3,2,5,83773,47714,31288,Y,201605,10,31288,0,N,0,0,0,49
60806128,THAMES VALLEY COUNCIL FOR,1 SYLVANDALE RD,JEWETT,CT,06351-2220,3,1,402059000,1,2,8,8,1,3,13142964,26112521,26112521,Y,201603,3,2232201,7759107,Y,121365553,2232201,0,0
60838327,RIDGEFIELD BOARD OF REALT,440 MAIN ST,RIDGEFI,CT,06877-4525,3,2,0,1,2,4,4,1,12,131081,101635,101635,Y,201512,6,93917,12630,N,0,0,0,0
60849561,CHESHIRE JUNIOR FOOTBALL,PO BOX 171,CHESHIR,CT,06410-0171,3,1,149000000,1,2,4,4,1,8,106819,132528,120298,Y,201508,3,1740,0,N,0,0,0,899
60852847,TOLLAND HISTORICAL SOCIET,PO BOX 107,TOLLAND,CT,06084-0107,3,1,59060000,1,2,5,3,1,5,908311,59628,36501,N,201605,3,3250,0,N,0,0,0,26848
60859795,DARIEN COMMUNITY YOUNG ME,2420 POST RD,DARIEN,CT,06820-5624,3,1,59318317,1,2,8,7,1,12,18777221,8850938,8842724,Y,201512,3,8596899,5286948,N,0,0,0,133946
60864050,NEW NEIGHBORHOODS INC,76 PROGRESS DRIV,STAMFOR,CT,06902-3600,3,1,160399000,1,2,8,7,1,12,19958671,5033979,5020716,Y,201512,3,4163274,15772933,N,0,0,0,860
60869263,NORTHWEST CONSERVATION DI,1185 NEW LITCHFI,TORRING,CT,06790-6017,3,1,995402350,1,2,5,4,1,6,825894,366274,366274,N,201506,3,160679,0,N,0,0,0,265422
60873149,PERCEPTION PROGRAMS INC,54 NORTH STREET,WILLIMA,CT,06226-2528,3,1,59328000,1,2,7,7,1,6,5238852,6458226,6447679,Y,201606,3,1560900,1355386,N,27277791,0,0,0
60876677,GUILFORD CENTER FOR CHILD,47 STONE HOUSE L,GUILFOR,CT,06437-2838,3,1,46000000,1,2,6,6,1,8,3197405,1548900,1548900,N,201508,3,1087717,2194981,N,2195956,0,0,0
60916608,EASTERN CONNECTICUT AREA,19 OHIO AVENUE,NORWICH,CT,06360-1594,3,1,575000000,1,2,5,6,1,9,905593,4990428,4990428,Y,201509,3,143054,697215,N,19332908,5678245,0,0
60923438,MADISON INTERFAITH RESIDE,70 WOODLAND ROAD,MADISON,CT,06443-2307,3,1,382000000,1,2,6,5,1,6,1357194,791428,791428,Y,201606,3,788671,2287206,N,0,0,0,5410
60932294,AMERICAN DANCE FESTIVAL INC,715 BROAD ST,DURHAM,NC,27705-4833,3,1,30090000,1,201609,8,7,1,9,10824376,7001536,3409522,Y,201509,3,1563604,397737,Y,0,0,0,0
60939080,HUMAN RESOURCE DEVELOPMEN,575 RUBBER AVE,NAUGATU,CT,06770-3745,3,1,560000000,1,2,4,4,1,6,209150,398229,398229,Y,201606,3,10180,6203,N,1955894,37955,0,0
60953488,RIVERSIDE CEMETERY ASSOCI,PO BOX 1802,PROVIDE,RI,02901-1802,3,1,998000000,2,2,6,4,1,3,2969059,312786,173688,N,201503,13,4400,0,N,0,0,0,0
60966415,STONINGTON HISTORICAL SOC,PO BOX 103,STONING,CT,06378-0103,3,1,0,5,2,6,5,1,12,2607015,771610,291107,Y,201512,3,37872,12958,Y,1141120,284318,0,0
60970374,SECURITY TRADERS ASSOC OF,25 HERITAGE CT,WILTON,CT,06897-2603,3,2,205000000,5,2,3,3,2,12,26358,48126,34535,Y,201512,6,-756,0,N,0,0,0,0
60974923,NEWINGTON VOLUNTEER FIRE,1161 MAIN ST,NEWINGT,CT,06111-3033,3,2,319000000,1,2,3,3,1,12,62419,78356,31836,N,201512,7,9878,0,Y,0,0,0,0
60976022,WEST INDIAN FOUNDATION IN,PO BOX 320394,HARTFOR,CT,06132-0394,3,1,59402560,1,2,1,3,1,12,5135,90925,90925,Y,201512,3,90925,0,N,0,0,0,0
60977317,THE PARENT TEACHER COUNCI,800 STILLWATER R,STAMFOR,CT,06902-1800,9,1,35000000,5,2,3,4,1,6,54365,106779,106779,Y,201606,3,99868,0,N,616757,0,0,0
60977718,WILTON NEWCOMERS CLUB INC,PO BOX 114,WILTON,CT,06897-0114,3,2,285319000,1,2,2,2,2,6,12477,11183,11183,Y,201606,7,15984,0,N,0,0,0,0
60983343,DANBURY COMMUNITY RADIO I,25 CHESTNUT ST,DANBURY,CT,06810-6816,3,1,121408000,1,2,2,1,2,12,17537,7138,7138,N,201512,3,13068,0,N,89213,0,0,0
60989007,HILL HOUSE INC,10 RIVERSIDE AVE,RIVERSI,CT,06878-1634,3,1,382000000,1,2,8,7,1,6,12717046,8067666,7933781,Y,201506,3,480829,854334,N,0,0,0,45616
60990195,CONNECTICUT FUND FOR THE,900 CHAPEL STREE,NEW HAV,CT,06510-2802,3,1,460000000,1,2,7,7,1,9,7616368,5070757,4651129,Y,201509,3,0,382559,N,15241752,0,0,0
60991086,STAMFORD HEALTHCARE CREDI,TANDET CENTER 10,STAMFOR,CT,06902-0000,9,2,921922000,5,2,8,5,1,12,18860347,839248,839248,Y,201512,14,0,16396651,Y,0,0,0,0
60993937,PTA CONNECTICUT CONGRESS,51 SKOKORAT ST,SEYMOUR,CT,06483-3826,9,1,59035000,5,2,2,3,1,6,18485,73851,27356,N,201606,3,27356,0,N,0,0,0,1445
60996514,PIKE COUNTY CHAMBER OF COMMERCE INC,209 E HARFORD ST,MILFORD,PA,18337-1003,3,2,200000000,1,201612,3,4,1,12,65798,125516,97113,Y,201512,6,6321,30739,N,0,0,0,0
61007618,MERIDEN ECONOMIC DEVELOPM,PO BOX 637,MERIDEN,CT,06450-0637,3,1,400402403,1,2,4,2,2,6,377547,15747,15747,N,201606,3,753,15000,N,0,0,0,4931
61008370,VALLEY SHORE EMERGENCY CO,PO BOX 497,WESTBRO,CT,06498-0497,3,1,408158000,1,2,6,6,1,6,1161665,1751621,1751621,Y,201606,3,1079575,574173,N,0,0,0,3040
61012732,ANCIENT ORDER OF HIBERNIA,199 BRUSHY HILL,DANBURY,CT,06810-8430,3,1,36319000,5,2,0,0,2,12,0,0,0,N,201512,8,3322,0,N,0,0,0,0
61017904,NEW LONDON COUNTY BAR ASS,PO BOX 374,N STONI,CT,06359-0374,3,2,205000000,1,2,4,3,2,5,103663,44200,44200,N,201605,6,44200,0,N,0,0,0,0
61025890,GREATER NEW ENGLAND MINOR,333 STATE STREET,BRIDGEP,CT,06604-4800,3,1,200149000,1,2,5,6,1,12,942224,1612598,1612598,Y,201512,3,0,403855,N,4330672,0,0,0
61043412,WHITEHEAD INSTITUTE FOR B,455 MAIN ST,CAMBRID,MA,02142-1025,3,1,161000000,1,2,9,9,1,6,570313583,111899264,55886798,Y,201506,3,1308895,64818643,Y,170691764,5519444,0,0
61045654,SCHOLA MINISTRIES INC,4301 CONNECTICUT AVENUE NW,WASHINGTON,DC,20008-2304,3,1,7008029,1,201706,3,1,2,6,57866,4104,4104,Y,201606,3,21374,0,N,0,0,0,0
61073286,POMPERAUG WOODS INC,80 HERITAGE RD,SOUTHBU,CT,06488-1882,3,1,153000000,1,2,8,8,1,9,21755464,11775743,11771069,Y,201509,3,10619947,35120899,N,0,0,0,37508
61074163,PTSA CONNECTICUT INC,C/O BOLTON CTR S,BOLTON,CT,06043-0000,9,1,59035000,5,2,3,3,2,6,42114,30063,15688,Y,201606,3,22572,0,N,0,0,0,114
61076946,CONNECTICUT ALLIANCE TO E,96 PITKIN ST,EAST HA,CT,06108-3318,3,1,406000000,1,2,6,6,1,6,1149502,4058903,4058903,Y,201506,3,10693,898379,N,18284359,0,0,0
61087935,WOODSTOCK ACADEMY BOOSTER,PO BOX 48,WOODSTO,CT,06281-0048,3,2,38037059,1,2,0,0,2,6,0,0,0,N,201406,4,13180,0,N,0,0,0,0
61108689,LITTLE LEAGUE BASEBALL IN,26 EDGEWOOD DR,WALLING,CT,06492-2133,9,1,321059000,1,2,3,3,1,9,26614,95591,78981,Y,201509,3,71861,0,N,0,0,0,1194
61109405,LA CASA-ELDERLY HOUSING I,1283 MAIN ST,HARTFOR,CT,06103-1011,3,1,380382000,1,2,6,5,1,12,1212527,640731,640731,Y,201512,3,139734,2389744,N,0,0,0,3484
61135250,NEIGHBORHOOD PRESERVATION,36 VINE RD,STAMFOR,CT,06905-2039,3,1,382000000,1,2,6,5,1,9,3678961,751911,751911,Y,201509,3,312531,4261825,N,0,0,0,2181
61172811,MADISON AMBULANCE ASSOCIA,9 OLD RTE 79,MADISON,CT,06443-2604,3,1,158000000,1,2,5,6,1,6,552795,1494770,1488745,Y,201606,3,921451,41460,N,0,0,0,32297
61175590,ACCESS INDEPENDENCE INC,80 FERRY BOULEVA,STRATFO,CT,06615-6079,3,1,160994000,1,2,4,5,1,9,212085,556255,556255,Y,201509,3,42848,89682,N,2887023,0,0,0
61181989,HAWTHORNE BEACH MAINTENAN,253 BYRAM SHORE,GREENWI,CT,06830-6925,3,2,297000000,1,2,2,3,2,12,16955,27000,27000,Y,201512,7,27800,0,N,0,0,0,0
61198545,TWELVE STEPS CLUB INC,111 ELM STREET,WEST HA,CT,06516-3878,3,1,573000000,1,2,2,3,2,12,18542,47710,39038,N,201412,3,41525,0,N,0,0,0,0
61216439,POP WARNER LITTLE SCHOLAR,PO BOX 431,SIMSBUR,CT,06070-0431,3,1,0,1,2,3,3,2,12,30058,48233,40269,Y,201512,3,46283,0,N,0,0,0,1
61239073,PROFESSIONAL LIABILITY AGENTS NETWORK INC,100 E WASHINGTON ST,SPRINGFIELD,IL,62701-1172,3,2,200000000,1,201703,5,4,1,3,841897,350131,350131,Y,201603,6,281000,295893,Y,0,0,0,0
61240889,THEATREMOVES INC,275 E 7TH ST APT,NEW YOR,NY,10009-6025,3,1,90000000,1,2,1,4,1,6,1,224170,224170,N,201506,3,131700,0,N,76833,0,0,0
61260190,BUNNELL MARCHING BAND PAR,1 BULLDOG BLVD,STRATFO,CT,06614-2333,3,1,59000000,1,2,2,3,1,6,13899,90371,52790,Y,201606,3,12100,0,N,0,0,0,5
61275523,EASTERN CONNECTICUT HOUSI,228 STATE ST,NEW LON,CT,06320-6305,3,1,381000000,1,2,7,6,1,12,9050636,2593616,2593616,Y,201512,3,1488543,3154038,N,0,0,0,4707
61288615,PUTNAM VALLEY FEDERATION,10 TECHNOLOGY DR,WALLING,CT,06492-1955,3,2,264000000,2,2,4,5,1,6,318350,524153,524153,Y,201506,9,499465,32642,N,0,0,0,0
61290335,RE THALBERG ELEMENTARY SC,145 DUNHAM ST,SOUTHIN,CT,06489-1258,3,1,994035602,5,2,3,4,1,12,38293,135972,56699,Y,201512,3,65304,0,N,0,0,0,0
61300380,WHFH III INC,PO BOX 271382,WEST HA,CT,06127-1382,3,1,381000000,1,2,6,5,1,6,2129557,642493,642493,Y,201606,3,143314,2053279,N,0,0,0,14682
61306915,MERIDEN ROD & GUN CLUB IN,PO BOX 617,MERIDEN,CT,06450-0617,3,2,286318319,1,2,4,3,1,12,150882,81588,81588,N,201512,7,81588,0,Y,0,0,0,0
61309773,PLANNED PARENTHOOD VOTES,345 WHITNEY AVE,NEW HAV,CT,06511-2348,3,2,542543000,1,2,3,4,1,3,98637,146412,146412,Y,201603,4,146412,11855,N,0,0,0,0
61310295,ROTARY INTERNATIONAL,PO BOX 394,DANIELS,CT,06239-0394,9,2,520349200,1,2,1,2,2,6,5114,12748,11955,N,201606,4,11955,0,N,0,0,0,0
61313916,NEW HAVEN RACOON CLUB INC,PO BOX 329,DURHAM,CT,06422-0329,3,2,236000000,1,2,5,4,1,12,769667,185575,142746,Y,201512,7,0,0,Y,0,0,0,0
61319673,LITTLE LEAGUE BASEBALL IN,157 FERN DR,PLANTSV,CT,06479-1837,9,1,321059000,1,2,3,4,1,9,32832,132989,119991,Y,201509,3,118793,0,N,0,0,0,57
61330159,HENRY S KOLAKOWSKI JR MEM,9 BROCKETT RD,WALLING,CT,06492-5632,3,1,40000000,1,2,3,3,2,12,86568,27326,27326,N,201412,3,21253,0,N,116451,0,0,0
61338915,SHILOH DEVELOPMENT CORPOR,3 GARVIN ST,NEW LON,CT,06320-5613,3,1,574000000,1,2,4,4,1,12,159546,297202,292900,Y,201512,3,113878,93706,N,821382,142260,0,0
61376696,CONTACT AGILITY CLUB INC,PO BOX 584,TRUMBUL,CT,06611-0584,3,2,284000000,1,2,2,0,2,12,17248,0,0,N,201512,4,0,0,N,0,0,0,0
61377136,CHELSEA GARDENS FOUNDATIO,21 STOTT AVENUE,NORWICH,CT,06360-1566,3,1,379404000,1,2,6,1,2,6,1015443,2117,2117,Y,201606,3,0,0,N,0,0,0,103
61378418,ROTARY INTERNATIONAL,170 EAST 7TH PLACE,ST PAUL,MN,55101-2358,9,2,520349200,5,201606,3,3,1,6,26424,57455,45047,Y,201606,4,45047,5242,N,0,0,0,0
61379708,DAY AND GEORGE STREETS HO,PO BOX 3295,NEW HAV,CT,06515-0395,3,1,380000000,1,2,4,4,1,12,385769,169409,17506,Y,201512,3,0,14777,N,0,0,0,0
61391628,CRYSTAL RUN BORROWER CORP,601 STONY FORD R,MIDDLET,NY,10941-3951,3,1,166000000,1,2,4,3,1,4,315389,56589,56589,N,201504,3,56597,619073,N,0,0,0,224
61396631,XYZ CLUB INC,FOUR HIGH RIDGE,STAMFOR,CT,06905-1325,3,2,319000000,1,2,2,3,2,9,11955,39652,39652,Y,201609,7,39652,575,N,0,0,0,0
61404501,SHELTON FLAG FOOTBALL INC,PO BOX 2057,SHELTON,CT,06484-1057,3,1,321000000,1,2,1,4,1,12,4825,102310,77735,Y,201512,3,83386,0,N,0,0,0,0
61414812,RUBE GOLDBERG INC,6 BARRY LN,WESTPOR,CT,06880-1420,3,1,0,1,2,2,4,1,12,22978,105028,102460,Y,201512,3,61149,0,N,0,0,0,0
61419577,ASSOCIATED IRISH SOCIETIE,PO BOX 9078,NEW HAV,CT,06532-0078,3,1,64000000,1,2,3,4,1,6,91377,164808,89159,N,201306,3,69007,0,N,0,0,0,2569
61443993,TYRRELL MIDDLE SCHOOL PAR,500 TODD RD,WOLCOTT,CT,06716-3144,3,1,200000000,5,2,2,3,1,6,15643,52526,24133,N,201506,3,27880,0,N,0,0,0,0
61444571,DELTA CHI ASSOCIATION,C/O SCIARABBA WA,ITHACA,NY,14850-0000,3,1,0,1,2,4,1,2,6,127966,7815,7815,Y,201606,3,7815,585,N,0,0,0,5000
61445589,MONUMENT BUILDERS OF CONN,927 MERIDEN RD,WATERBU,CT,06705-3134,3,2,200000000,1,2,1,1,2,6,1111,1000,1000,Y,201606,6,0,0,N,0,0,0,0
61449574,LITTLE LEAGUE BASEBALL IN,115 SADDLE HILL,STAMFOR,CT,06903-2307,9,1,321059000,1,2,3,4,1,9,33248,112288,117552,N,201509,3,117552,0,N,231282,0,0,0
61458630,SEABURY CHARITABLE FOUNDA,200 SEABURY DR,BLOOMFI,CT,06002-2650,3,1,602000000,1,2,7,4,1,9,6349783,265292,195384,Y,201509,3,0,398304,N,0,0,0,0
61466890,NATIONAL ACADEMY OF CERTIFIED CARE MANAGERS,3275 W INA RD,TUCSON,AZ,85741-2151,3,2,0,1,201612,3,3,1,12,43253,95952,95952,N,201512,6,66315,0,N,0,0,0,0
61479419,IDCS INC,68 THERMOS AVENU,NORWICH,CT,06360-6943,3,1,30000000,1,2,7,6,1,6,6753537,4267718,4267718,Y,201506,3,224539,946030,N,0,0,0,0
61484116,FUTURES INCORPORATED,158 BROAD ST,MIDDLET,CT,06457-3328,3,1,995031000,1,2,6,6,1,6,2665361,4260854,4233121,Y,201506,3,4022364,960962,Y,0,0,0,76463
61487710,ENVIRONMENT AND HUMAN HEA,1191 RIDGE RD,NORTH H,CT,06473-4437,3,1,994199379,1,2,5,4,1,9,635437,213276,213276,N,201509,3,0,0,N,1060649,0,0,0
61493753,GREATER BRIDGEPORT OPPORT,510 BARNUM AVENU,BRIDGEP,CT,06608-2432,3,1,0,1,2,1,3,1,6,7832,96079,96079,N,201506,3,0,2918,N,531992,531992,0,0
61494027,TRIBURY ROTARY CLUB FOUND,PO BOX 956,SOUTHBU,CT,06488-0956,3,1,0,1,2,0,0,2,6,0,0,0,N,201606,3,3111,0,N,0,0,0,17825
61495920,YALE COLLEGE MOCK TRIAL A,PO BOX 205255,NEW HAV,CT,06520-5255,3,1,0,5,2,0,0,2,3,0,0,0,N,201403,3,39843,0,N,0,0,0,0
61496823,BRISTOL SPORTS HALL OF FA,255 DIVINITY ST,BRISTOL,CT,06010-6016,3,1,994060000,1,2,0,0,2,6,0,0,0,Y,201506,3,46747,0,N,8452,19110,0,0
61502343,CONNECTICUT PUBLIC AFFAIR,21 OAK ST STE 60,HARTFOR,CT,06106-8016,3,1,994121000,1,2,6,6,1,6,1017185,3378319,3378319,Y,201606,3,3261116,139734,N,482723,15933666,0,0
61509098,NEW CANAAN GROUP HOME INC,162 SOUTH AVE,NEW CAN,CT,06840-5728,3,1,0,1,2,6,5,1,6,1709349,665400,454582,Y,201506,3,77962,497148,N,1741543,378273,0,0
61516989,SERVCORPS INC,PO BOX 370,FARMING,CT,06034-0370,3,1,0,1,2,3,3,2,6,45576,31471,31471,Y,201506,3,44486,6565,N,0,0,36393,0
61519070,GREATER DWIGHT COMMUNITY,230 EDGEWOOD AVE,NEW HAV,CT,06511-4105,3,1,400000000,1,2,8,6,1,6,11871102,2144890,2144890,Y,201506,3,2124821,10262259,N,0,0,0,0
61525634,SUFFIELD ELEMENTARY PTO,945 MOUNTAIN RD,WEST SU,CT,06093-3521,3,1,995035059,1,2,2,3,1,7,16671,73929,44399,Y,201507,3,68292,0,N,0,0,0,184
61527209,ORANGE ECONOMIC DEVELOPME,605A ORANGE CENT,ORANGE,CT,06477-2913,3,1,0,1,2,2,4,1,12,20943,150055,150055,N,201512,3,148503,25000,N,612796,612796,0,0
61529170,NEW CANAAN FOOTBALL CLUB,PO BOX 292,NEW CAN,CT,06840-0292,3,1,0,5,2,5,5,1,8,524327,755996,755996,Y,201608,3,731603,0,N,0,0,0,1974
61546695,AMISTAD ACADEMY INC,403 JAMES ST,NEW HAV,CT,06513-3016,3,1,0,1,2,8,8,1,6,39769476,15399137,15399137,Y,201506,3,12400244,8876703,N,0,0,0,0
61547344,LYME-OLD LYME SAFE GRADUA,PO BOX 903,OLD LYM,CT,06371-0903,3,1,0,1,2,2,2,2,8,11244,22480,17209,N,201508,3,23374,0,N,0,0,0,0
61555656,PRAYER HOUSE OF ALL GRACE,36 LANCASTER WAY,CHESHIR,CT,06410-1523,3,1,0,1,2,4,1,2,12,385626,9,9,Y,201512,3,4074,0,N,29976,0,0,0
61567470,MONTGOMERY SPORTS ASSOCIATION INC,9334 SPRINKLEWOOD LN,POTOMAC,MD,20854-2257,3,2,0,1,201612,5,5,1,12,789212,946942,946942,Y,201512,4,0,-2057,N,0,0,0,0
61568482,POODLE RESCUE CONNECTICUT,PO BOX 188,NAUGATU,CT,06770-0188,3,1,0,1,2,2,3,1,6,15195,73530,73530,N,201506,3,48741,0,N,0,0,0,0
61576748,WCFO INC,PO BOX 350122,BROOKLY,NY,11235-0122,3,1,0,1,2,3,3,1,2,62401,98248,98248,Y,201602,3,98248,1092,N,0,0,0,62
61582994,CONNECTICUT CENTER FOR A,30 ARBOR ST STE,HARTFOR,CT,06106-1215,3,1,0,1,2,3,4,1,12,79281,156518,156518,N,201512,3,156518,15567,N,1276248,38601,0,0
